"","V1"
"499",28
"500",5
"501",10
"502",24
"503",11
"504",24
"506",22
"508",29
"509",9
"510",4
"511",5
"512",22
"513",5
"514",29
"515",13
"516",26
"517",13
"518",8
"519",8
"520",8
"521",8
"522",24
"523",6
"524",26
"525",14
"526",3
"529",9
"530",19
"531",8
"532",8
"533",4
"534",7
"535",9
"536",2
"537",9
"539",26
"540",12
"541",9
"542",1
"543",9
"544",29
"545",30
"547",11
"548",6
"549",14
"550",9
"551",23
"553",23
"554",24
"555",8
"556",12
"557",12
"559",1
"560",29
"561",10
"562",9
"563",10
"564",7
"565",9
"566",9
"567",14
"568",28
"570",10
"571",26
"572",30
"573",15
"574",12
"575",28
"576",11
"577",9
"578",8
"579",13
"580",2
"582",25
"584",8
"585",16
"586",13
"587",10
"588",23
"589",9
"591",4
"592",23
"593",2
"594",13
"595",24
"596",18
"597",17
"599",3
"600",12
"601",9
"602",25
"603",26
"605",26
"606",9
"609",13
"610",13
"612",23
"613",24
"614",28
"615",9
"616",24
"617",13
"618",26
"619",13
"620",23
"622",9
"623",9
"624",4
"625",9
"627",30
"628",2
"629",9
"630",4
"632",7
"633",9
"634",20
"636",10
"637",4
"639",26
"640",17
"641",13
"642",26
"643",1
"644",23
"646",13
"647",13
"648",21
"649",2
"650",29
"651",10
"652",26
"653",4
"654",6
"655",9
"656",9
"657",9
"658",22
"659",24
"660",9
"661",1
"662",9
"663",16
"664",19
"666",10
"667",18
"668",10
"669",30
"670",9
"671",2
"672",9
"673",15
"676",9
"677",30
"678",24
"679",4
"682",28
"683",8
"684",8
"685",23
"686",16
"687",7
"688",4
"689",4
"690",26
"691",30
"692",26
"693",10
"694",26
"695",7
"696",22
"697",26
"698",1
"699",21
"700",23
"701",10
"702",9
"703",10
"704",3
"706",4
"707",18
"708",24
"709",12
"710",12
"711",26
"712",9
"713",9
"714",9
"715",29
"717",5
"718",13
"719",4
"720",9
"721",26
"722",7
"723",11
"724",9
"725",9
"726",26
"727",17
"728",2
"729",25
"731",8
"732",4
"733",9
"734",2
"735",12
"736",2
"737",2
"739",9
"740",29
"741",4
"742",8
"743",8
"744",9
"746",9
"747",6
"748",13
"749",23
"750",24
"751",3
"752",9
"753",13
"754",9
"756",9
"757",9
"758",9
"759",25
"760",9
"762",25
"763",3
"764",1
"765",25
"767",18
"769",4
"770",8
"771",7
"772",26
"773",8
"774",11
"775",9
"776",30
"777",26
"778",18
"779",26
"781",9
"782",9
"783",24
"784",11
"785",10
"786",21
"787",22
"788",25
"790",8
"791",30
"792",4
"794",4
"795",2
"796",8
"797",11
"798",14
"799",9
"800",26
"801",24
"802",23
"803",2
"804",24
"805",9
"806",2
"807",2
"808",2
"809",2
"810",23
"811",28
"812",7
"813",2
"815",10
"816",6
"817",2
"818",28
"819",2
"820",2
"821",2
"822",2
"823",2
"824",23
"825",29
"826",2
"827",2
"828",2
"829",2
"830",2
"831",2
"832",16
"833",16
"834",2
"835",2
"836",2
"837",6
"838",2
"839",21
"840",26
"841",2
"842",16
"843",2
"844",2
"845",2
"846",29
"847",2
"848",2
"849",29
"850",28
"851",2
"852",29
"853",2
"854",2
"855",2
"856",2
"857",2
"858",7
"859",22
"860",2
"861",2
"862",2
"863",8
"864",10
"865",10
"866",2
"867",23
"868",25
"869",23
"870",2
"871",29
"872",2
"873",24
"874",2
"875",2
"876",6
"877",22
"878",16
"879",9
"880",2
"881",2
"882",24
"883",2
"884",23
"885",8
"886",2
"887",7
"888",17
"889",8
"890",2
"891",29
"892",15
"893",16
"894",28
"895",2
"896",2
"897",16
"898",2
"899",2
"900",2
"901",2
"902",2
"903",16
"905",2
"906",16
"907",2
"908",6
"909",13
"910",7
"911",2
"912",7
"913",2
"914",8
"915",2
"916",2
"917",2
"918",2
"919",2
"920",16
"921",2
"922",2
"923",2
"924",9
"925",10
"926",2
"927",2
"928",2
"929",2
"930",22
"931",23
"932",2
"933",2
"934",2
"935",16
"936",26
"937",2
"938",2
"939",28
"940",2
"941",16
"942",2
"943",2
"944",25
"945",2
"946",9
"947",26
"948",26
"949",28
"950",2
"951",28
"952",29
"953",2
"954",2
"955",2
"957",8
"958",2
"959",23
"960",2
"961",22
"962",2
"963",2
"964",2
"965",25
"966",2
"967",2
"968",16
"969",2
"970",21
"971",6
"972",2
"973",2
"974",16
"975",7
"976",8
"977",2
"978",29
"979",19
"980",28
"981",2
"982",13
"983",6
"984",2
"985",2
"986",2
"987",6
"988",25
"989",29
"990",2
"991",14
"992",2
"993",1
"994",2
"995",2
"996",6
"997",2
"998",23
"999",2
"1000",17
"1001",2
"1002",16
"1003",2
"1004",28
"1005",2
"1006",25
"1007",2
"1008",6
"1009",2
"1010",2
"1011",8
"1012",2
"1013",16
"1014",16
"1015",2
"1016",29
"1017",2
"1018",2
"1019",13
"1020",2
"1021",2
"1022",23
"1023",28
"1024",22
"1025",2
"1026",8
"1027",2
"1028",2
"1029",2
"1030",2
"1031",9
"1032",2
"1033",2
"1034",2
"1035",2
"1036",7
"1037",1
"1038",22
"1039",26
"1040",2
"1041",2
"1042",2
"1043",2
"1044",26
"1045",2
"1046",2
"1047",2
"1048",29
"1049",23
"1050",2
"1051",28
"1052",16
"1053",23
"1054",2
"1055",25
"1056",2
"1057",16
"1058",1
"1059",8
"1060",2
"1061",2
"1062",2
"1063",23
"1064",2
"1065",22
"1066",2
"1067",2
"1068",2
"1069",16
"1070",2
"1071",2
"1072",29
"1073",16
"1074",16
"1075",2
"1076",2
"1077",2
"1078",22
"1079",2
"1080",2
"1081",2
"1082",2
"1083",2
"1084",2
"1085",2
"1086",10
"1087",2
"1088",2
"1089",2
"1090",14
"1091",19
"1092",2
"1093",28
"1094",6
"1095",2
"1096",29
"1097",2
"1098",7
"1099",2
"1100",29
"1101",28
"1102",2
"1103",2
"1104",2
"1105",2
"1106",28
"1107",2
"1108",2
"1109",2
"1110",6
"1111",25
"1112",2
"1113",26
"1114",2
"1115",22
"1116",2
"1117",2
"1118",2
"1119",2
"1120",19
"1121",2
"1122",15
"1123",2
"1124",16
"1125",23
"1126",2
"1127",2
"1128",6
"1129",2
"1130",22
"1131",25
"1132",8
"1133",2
"1134",28
"1135",2
"1136",23
"1137",2
"1138",2
"1139",2
"1140",2
"1141",6
"1142",19
"1143",14
"1144",10
"1145",2
"1146",2
"1147",2
"1148",19
"1149",23
"1150",2
"1151",9
"1152",23
"1153",10
"1154",2
"1155",2
"1156",29
"1157",6
"1158",19
"1159",23
"1160",23
"1161",2
"1162",2
"1163",15
"1164",16
"1165",1
"1166",2
"1167",28
"1168",2
"1169",2
"1170",23
"1171",11
"1172",16
"1173",23
"1174",26
"1175",2
"1176",25
"1177",8
"1178",2
"1179",26
"1180",2
"1181",7
"1182",20
"1183",22
"1184",23
"1185",10
"1186",2
"1187",16
"1188",16
"1189",2
"1190",9
"1191",2
"1192",25
"1193",2
"1194",2
"1195",7
"1196",2
"1197",2
"1198",2
"1199",2
"1200",23
"1201",11
"1202",4
"1203",18
"1204",11
"1205",5
"1206",24
"1207",11
"1208",18
"1209",21
"1210",28
"1211",18
"1212",5
"1213",18
"1214",11
"1215",7
"1216",12
"1217",30
"1218",30
"1219",5
"1220",11
"1221",30
"1222",11
"1223",3
"1224",10
"1225",11
"1226",15
"1227",30
"1228",30
"1229",16
"1230",24
"1231",4
"1232",5
"1233",11
"1234",11
"1235",5
"1236",12
"1237",15
"1238",11
"1239",18
"1240",7
"1241",5
"1242",15
"1243",30
"1244",26
"1245",11
"1246",11
"1247",30
"1248",4
"1249",8
"1250",10
"1251",11
"1252",4
"1253",2
"1254",4
"1255",11
"1256",30
"1257",24
"1258",11
"1259",5
"1260",5
"1261",30
"1262",30
"1263",25
"1264",1
"1265",24
"1266",11
"1267",30
"1268",10
"1269",24
"1270",24
"1271",11
"1272",18
"1273",22
"1274",16
"1275",10
"1276",4
"1277",30
"1278",25
"1279",21
"1280",18
"1281",11
"1282",10
"1283",11
"1284",11
"1285",11
"1286",30
"1287",22
"1288",30
"1289",10
"1290",1
"1291",11
"1292",4
"1293",4
"1294",11
"1295",16
"1296",11
"1297",4
"1298",26
"1299",5
"1300",30
"1301",11
"1302",30
"1303",11
"1304",1
"1305",18
"1306",30
"1307",11
"1308",11
"1309",4
"1310",15
"1311",4
"1312",30
"1313",30
"1314",11
"1315",10
"1316",30
"1317",30
"1318",25
"1319",30
"1320",4
"1321",22
"1322",11
"1323",11
"1324",10
"1325",11
"1326",11
"1327",30
"1328",10
"1329",11
"1330",24
"1331",23
"1332",5
"1333",24
"1334",11
"1335",5
"1336",30
"1338",7
"1339",24
"1340",4
"1341",16
"1342",21
"1343",15
"1344",5
"1345",30
"1346",5
"1347",5
"1348",12
"1349",11
"1350",30
"1351",30
"1352",10
"1353",5
"1354",30
"1355",16
"1356",5
"1357",24
"1358",3
"1359",18
"1360",1
"1361",11
"1362",17
"1363",21
"1364",8
"1365",30
"1367",30
"1368",10
"1369",11
"1370",30
"1371",24
"1372",5
"1373",26
"1374",12
"1375",11
"1376",5
"1377",4
"1378",12
"1379",26
"1380",5
"1381",30
"1382",24
"1383",11
"1384",3
"1385",21
"1386",4
"1387",11
"1388",11
"1389",27
"1390",17
"1391",11
"1392",10
"1393",10
"1394",30
"1395",3
"1396",18
"1397",12
"1398",11
"1399",30
"1400",18
"1401",5
"1402",30
"1403",30
"1404",30
"1405",3
"1406",11
"1407",11
"1408",1
"1409",5
"1410",6
"1411",5
"1412",11
"1413",24
"1414",5
"1415",11
"1416",29
"1417",30
"1418",30
"1419",5
"1420",12
"1421",11
"1422",3
"1423",11
"1424",13
"1425",9
"1426",3
"1427",18
"1428",17
"1429",24
"1430",5
"1431",30
"1432",5
"1433",11
"1434",27
"1435",11
"1436",11
"1437",17
"1438",12
"1439",9
"1440",22
"1441",12
"1442",23
"1443",10
"1444",12
"1445",10
"1446",30
"1447",30
"1448",1
"1449",5
"1450",5
"1451",12
"1452",18
"1453",24
"1454",12
"1455",10
"1456",18
"1457",30
"1458",10
"1459",24
"1460",21
"1461",23
"1462",5
"1463",30
"1464",17
"1465",11
"1466",10
"1467",4
"1468",10
"1469",30
"1470",10
"1471",26
"1472",11
"1473",4
"1474",11
"1475",30
"1476",15
"1477",1
"1478",30
"1479",11
"1480",4
"1481",17
"1482",24
"1483",10
"1484",11
"1485",5
"1486",30
"1487",5
"1488",30
"1489",11
"1490",14
"1491",11
"1492",8
"1493",5
"1494",4
"1495",30
"1496",10
"1498",10
"1499",1
"1500",15
"1501",7
"1502",5
"1503",8
"1504",10
"1505",2
"1506",5
"1507",10
"1508",11
"1509",26
"1510",11
"1511",11
"1512",30
"1513",18
"1514",30
"1515",11
"1516",17
"1517",26
"1518",11
"1519",18
"1520",8
"1521",4
"1522",17
"1523",14
"1524",30
"1525",11
"1526",30
"1527",11
"1528",25
"1529",10
"1530",30
"1531",24
"1532",11
"1533",4
"1534",5
"1535",5
"1536",11
"1537",19
"1538",7
"1539",4
"1540",17
"1541",10
"1542",30
"1543",10
"1544",22
"1545",11
"1546",17
"1547",12
"1548",11
"1549",21
"1550",11
"1551",11
"1552",16
"1553",1
"1554",11
"1555",5
"1556",4
"1557",12
"1558",30
"1559",11
"1560",12
"1561",11
"1562",11
"1563",16
"1564",12
"1565",10
"1566",30
"1567",30
"1568",30
"1569",4
"1571",24
"1572",4
"1573",11
"1574",23
"1575",11
"1576",30
"1577",5
"1578",23
"1579",5
"1580",14
"1581",1
"1582",1
"1583",24
"1584",11
"1585",4
"1586",11
"1587",30
"1588",11
"1589",24
"1590",24
"1591",11
"1592",18
"1593",11
"1594",26
"1595",10
"1596",10
"1597",11
"1598",23
"1599",11
"1600",18
"1601",28
"1602",21
"1603",15
"1604",14
"1605",22
"1606",28
"1607",8
"1608",8
"1609",14
"1610",14
"1611",14
"1612",15
"1613",8
"1614",8
"1615",14
"1616",8
"1617",20
"1618",26
"1619",21
"1620",8
"1621",15
"1622",13
"1623",26
"1624",15
"1625",17
"1626",26
"1627",4
"1628",18
"1629",21
"1630",4
"1631",14
"1632",21
"1633",30
"1634",15
"1635",20
"1636",3
"1637",18
"1638",14
"1639",15
"1640",3
"1642",3
"1643",20
"1644",14
"1645",10
"1646",9
"1647",14
"1648",14
"1649",14
"1650",15
"1651",21
"1652",10
"1653",23
"1654",29
"1655",17
"1656",14
"1657",20
"1658",4
"1659",15
"1660",28
"1661",1
"1662",14
"1663",14
"1664",21
"1665",14
"1666",8
"1667",8
"1668",14
"1669",14
"1670",14
"1671",14
"1672",15
"1673",22
"1675",14
"1676",10
"1677",8
"1678",10
"1679",15
"1680",12
"1681",1
"1682",1
"1683",14
"1684",25
"1685",8
"1686",13
"1687",22
"1688",15
"1689",14
"1690",14
"1691",7
"1692",20
"1693",14
"1694",26
"1695",1
"1696",12
"1697",14
"1698",18
"1700",14
"1701",24
"1702",1
"1703",4
"1704",2
"1705",14
"1706",21
"1707",21
"1708",8
"1709",7
"1710",20
"1711",10
"1712",25
"1713",3
"1714",14
"1715",29
"1716",14
"1717",12
"1718",14
"1719",22
"1720",14
"1721",12
"1722",10
"1723",10
"1724",12
"1725",29
"1726",26
"1727",22
"1728",26
"1729",1
"1731",26
"1732",3
"1733",14
"1734",6
"1735",14
"1736",12
"1737",20
"1738",15
"1739",9
"1740",25
"1741",14
"1742",14
"1743",4
"1744",6
"1745",2
"1746",8
"1747",20
"1748",15
"1749",8
"1750",25
"1751",8
"1752",15
"1753",25
"1754",14
"1755",19
"1756",26
"1757",10
"1758",15
"1759",10
"1760",12
"1761",1
"1762",27
"1763",14
"1764",20
"1765",20
"1766",14
"1767",10
"1768",26
"1769",10
"1770",29
"1771",2
"1772",14
"1773",20
"1774",5
"1775",21
"1776",14
"1777",8
"1778",2
"1779",22
"1780",11
"1781",30
"1782",22
"1783",20
"1784",3
"1785",25
"1786",1
"1787",14
"1788",14
"1789",3
"1790",8
"1791",22
"1792",20
"1793",20
"1794",20
"1795",2
"1796",14
"1797",20
"1798",21
"1799",15
"1800",18
"1801",14
"1802",14
"1803",4
"1804",14
"1805",22
"1806",14
"1807",15
"1808",1
"1809",17
"1810",14
"1811",12
"1812",21
"1813",14
"1814",8
"1815",14
"1816",14
"1817",1
"1818",14
"1819",15
"1820",14
"1821",14
"1822",16
"1823",15
"1824",3
"1825",15
"1826",24
"1827",20
"1828",15
"1829",14
"1830",6
"1831",8
"1832",10
"1833",26
"1834",5
"1835",10
"1836",14
"1837",8
"1838",4
"1839",28
"1841",17
"1842",22
"1843",1
"1844",14
"1845",14
"1846",14
"1847",10
"1848",14
"1849",25
"1850",30
"1851",14
"1852",17
"1853",14
"1854",14
"1855",20
"1856",12
"1857",1
"1858",17
"1859",14
"1860",12
"1861",20
"1862",1
"1863",14
"1864",3
"1865",25
"1866",21
"1867",4
"1868",19
"1869",15
"1870",9
"1871",30
"1872",14
"1873",14
"1874",10
"1875",6
"1876",21
"1877",8
"1878",14
"1879",14
"1880",19
"1881",14
"1882",28
"1883",12
"1884",25
"1885",9
"1886",25
"1888",14
"1889",20
"1890",15
"1891",12
"1892",14
"1893",17
"1894",22
"1895",24
"1896",6
"1897",7
"1898",26
"1899",1
"1900",20
"1901",7
"1902",14
"1903",15
"1904",10
"1905",14
"1906",14
"1907",14
"1908",20
"1909",14
"1910",10
"1911",14
"1912",14
"1913",26
"1914",20
"1915",14
"1916",23
"1917",8
"1918",10
"1919",12
"1920",21
"1921",12
"1922",15
"1923",14
"1924",24
"1925",8
"1926",26
"1927",14
"1928",14
"1929",8
"1930",15
"1931",22
"1932",22
"1933",4
"1934",14
"1935",7
"1936",4
"1937",10
"1938",15
"1939",14
"1940",14
"1941",21
"1942",17
"1943",21
"1944",26
"1945",14
"1946",14
"1947",10
"1948",14
"1949",20
"1950",15
"1951",14
"1952",8
"1953",26
"1954",20
"1955",12
"1956",8
"1957",14
"1958",14
"1959",14
"1960",14
"1961",14
"1962",22
"1963",15
"1964",21
"1965",24
"1966",26
"1967",14
"1968",8
"1969",8
"1970",14
"1971",2
"1972",14
"1973",15
"1974",20
"1975",28
"1976",12
"1977",30
"1978",25
"1979",15
"1980",1
"1981",10
"1982",2
"1983",20
"1984",14
"1985",14
"1986",15
"1987",8
"1988",1
"1989",14
"1990",15
"1991",2
"1992",18
"1993",26
"1994",14
"1995",26
"1996",5
"1997",24
