"","V1"
"497",6
"498",6
"499",3
"500",2
"501",6
"502",6
"503",6
"504",6
"505",6
"506",6
"507",6
"508",6
"509",6
"510",20
"511",6
"512",6
"513",6
"514",6
"515",6
"516",6
"517",6
"518",6
"519",6
"520",20
"521",6
"522",6
"523",6
"524",6
"525",6
"526",6
"527",6
"528",6
"529",6
"530",6
"531",6
"532",6
"533",6
"534",6
"535",17
"536",3
"537",3
"538",6
"539",6
"540",6
"541",6
"542",6
"543",6
"544",6
"545",6
"547",5
"548",6
"549",6
"550",6
"551",6
"552",6
"553",6
"555",2
"556",6
"557",6
"558",3
"559",6
"560",6
"561",6
"562",6
"563",6
"564",6
"565",6
"566",6
"567",6
"568",3
"569",17
"570",6
"571",6
"572",6
"573",2
"574",6
"575",6
"576",3
"577",2
"578",6
"579",6
"580",3
"581",6
"582",6
"583",2
"584",6
"586",3
"587",6
"588",5
"589",6
"590",6
"591",3
"592",6
"593",2
"594",18
"595",6
"596",18
"597",3
"598",15
"599",6
"600",6
"601",6
"602",6
"603",6
"604",6
"605",6
"606",6
"607",6
"608",2
"609",6
"610",6
"611",16
"612",2
"613",6
"614",6
"615",3
"616",6
"617",5
"618",6
"619",2
"620",3
"621",6
"622",12
"623",2
"624",6
"625",6
"626",6
"627",6
"628",2
"629",6
"630",6
"631",6
"632",17
"633",12
"634",3
"635",6
"636",18
"637",6
"638",2
"639",6
"640",6
"641",6
"642",2
"643",6
"644",6
"645",6
"646",6
"647",6
"648",2
"649",3
"650",6
"651",6
"652",6
"653",2
"654",6
"655",6
"656",6
"657",6
"658",6
"659",6
"660",4
"661",18
"662",6
"663",6
"664",6
"665",5
"666",4
"667",6
"668",2
"669",6
"670",6
"671",6
"672",18
"673",17
"674",6
"675",6
"677",18
"678",6
"679",6
"680",6
"681",6
"682",3
"683",2
"684",6
"685",6
"686",17
"687",6
"688",11
"689",5
"690",2
"691",3
"692",6
"693",6
"694",3
"695",6
"696",5
"697",3
"698",6
"699",6
"700",6
"701",6
"702",5
"703",2
"704",6
"705",3
"706",2
"707",6
"708",6
"709",18
"710",6
"711",6
"712",6
"713",6
"714",6
"715",2
"716",6
"717",3
"718",6
"719",6
"720",6
"721",5
"722",6
"723",20
"724",3
"725",3
"726",6
"727",4
"728",6
"729",6
"730",6
"731",3
"732",6
"733",2
"734",3
"735",6
"736",6
"739",5
"740",6
"741",6
"742",6
"743",20
"744",6
"745",6
"746",6
"747",6
"748",2
"749",6
"750",6
"751",5
"752",5
"753",8
"754",6
"755",5
"756",6
"757",6
"758",6
"759",2
"760",5
"761",6
"762",6
"763",6
"764",6
"765",6
"766",5
"767",3
"768",2
"769",6
"770",2
"771",2
"772",3
"773",3
"774",11
"776",18
"777",2
"778",6
"779",2
"780",3
"781",2
"782",14
"783",6
"784",6
"785",6
"786",5
"787",3
"788",6
"789",6
"790",6
"791",5
"792",17
"793",5
"794",2
"795",3
"796",3
"797",2
"798",3
"799",3
"800",3
"801",6
"802",6
"803",5
"804",6
"805",6
"806",6
"807",5
"808",3
"809",6
"810",3
"811",3
"812",6
"813",6
"814",6
"815",19
"816",19
"817",17
"818",7
"819",3
"820",16
"821",17
"822",19
"823",19
"824",17
"825",7
"826",2
"827",17
"828",17
"829",17
"830",9
"831",19
"832",2
"833",15
"834",17
"835",15
"836",17
"837",13
"838",20
"839",17
"840",15
"841",2
"842",7
"843",2
"844",19
"845",7
"846",16
"847",17
"848",19
"849",1
"850",18
"851",16
"852",18
"853",17
"854",19
"855",7
"856",7
"857",16
"858",19
"859",19
"860",19
"861",16
"862",16
"863",1
"864",20
"865",19
"866",15
"867",17
"868",7
"869",20
"870",16
"871",16
"872",20
"873",9
"874",19
"875",7
"876",17
"877",13
"878",20
"879",6
"880",19
"881",15
"882",17
"883",14
"884",15
"885",20
"886",15
"887",17
"889",17
"890",16
"891",2
"892",20
"893",1
"894",17
"895",17
"896",20
"897",13
"898",9
"899",20
"900",13
"901",20
"902",16
"903",19
"904",2
"905",4
"906",17
"907",17
"908",20
"909",13
"910",13
"911",20
"913",17
"914",19
"915",19
"916",17
"917",14
"918",12
"919",12
"920",17
"921",16
"922",20
"923",17
"924",15
"925",17
"926",13
"927",17
"928",15
"929",19
"930",16
"931",7
"932",6
"933",19
"934",7
"935",16
"936",1
"937",7
"938",7
"939",3
"941",8
"942",13
"943",13
"944",20
"945",20
"946",2
"947",16
"948",7
"949",15
"950",4
"951",19
"952",15
"953",3
"954",19
"955",19
"956",19
"957",13
"958",19
"959",19
"960",19
"961",19
"962",19
"963",16
"964",19
"965",3
"966",17
"967",11
"968",7
"969",15
"970",3
"971",16
"973",12
"974",11
"975",2
"976",4
"977",7
"978",18
"979",14
"980",11
"981",16
"982",11
"983",13
"984",1
"985",7
"986",7
"987",11
"988",5
"989",19
"990",1
"991",7
"992",16
"993",15
"994",1
"995",20
"996",19
"997",1
"998",4
"999",17
"1001",16
"1002",13
"1003",16
"1004",17
"1005",7
"1006",15
"1007",1
"1008",3
"1009",8
"1010",20
"1011",7
"1012",4
"1013",15
"1014",16
"1015",13
"1016",16
"1017",7
"1018",2
"1019",7
"1020",1
"1021",1
"1022",11
"1023",20
"1024",2
"1025",1
"1026",13
"1027",2
"1028",9
"1029",20
"1030",16
"1032",7
"1033",19
"1034",16
"1035",20
"1036",11
"1037",3
"1038",17
"1039",20
"1040",16
"1041",20
"1042",19
"1043",14
"1044",20
"1045",13
"1046",20
"1047",7
"1048",1
"1049",8
"1050",19
"1051",20
"1052",4
"1053",20
"1054",13
"1055",15
"1056",6
"1057",19
"1058",16
"1059",14
"1060",2
"1061",18
"1062",17
"1063",1
"1064",20
"1065",2
"1066",16
"1067",2
"1068",1
"1069",17
"1070",7
"1071",16
"1072",19
"1073",7
"1074",15
"1075",7
"1076",13
"1077",16
"1078",11
"1080",19
"1081",17
"1082",1
"1083",1
"1084",2
"1085",15
"1086",17
"1087",13
"1088",15
"1089",20
"1090",20
"1091",20
"1092",16
"1093",15
"1094",17
"1095",3
"1096",1
"1097",19
"1098",2
"1099",2
"1100",17
"1101",11
"1102",1
"1103",8
"1104",15
"1105",3
"1106",7
"1107",16
"1108",7
"1109",13
"1110",7
"1111",13
"1112",15
"1113",17
"1114",14
"1115",19
"1116",15
"1117",3
"1118",7
"1119",19
"1120",1
"1121",13
"1122",2
"1123",7
"1124",16
"1125",20
"1127",7
"1128",20
"1129",20
"1130",3
"1131",16
"1132",7
"1133",5
"1134",16
"1135",19
"1136",3
"1137",20
"1138",17
"1139",15
"1140",1
"1141",13
"1142",15
"1143",16
"1144",16
"1145",15
"1146",1
"1147",17
"1148",18
"1149",20
"1150",20
"1151",13
"1152",3
"1153",19
"1154",19
"1155",15
"1156",20
"1157",7
"1158",3
"1159",20
"1160",10
"1161",19
"1162",11
"1163",19
"1164",12
"1165",7
"1166",19
"1167",19
"1168",19
"1169",16
"1171",13
"1172",19
"1173",8
"1174",4
"1175",19
"1176",11
"1177",15
"1178",19
"1179",16
"1180",20
"1181",1
"1182",1
"1183",17
"1184",20
"1185",20
"1186",18
"1187",16
"1188",16
"1189",15
"1190",13
"1191",15
"1192",16
"1193",20
"1194",15
"1195",4
"1196",20
"1197",18
"1198",16
"1199",13
"1200",17
"1201",15
"1202",2
"1203",3
"1204",19
"1205",12
"1206",12
"1207",19
"1208",6
"1209",20
"1210",16
"1211",4
"1212",15
"1213",20
"1214",20
"1215",13
"1216",9
"1217",20
"1218",6
"1219",7
"1221",17
"1222",4
"1223",15
"1224",7
"1225",15
"1226",2
"1227",17
"1228",20
"1229",17
"1230",16
"1231",2
"1232",12
"1233",17
"1234",15
"1235",17
"1236",16
"1237",17
"1238",17
"1239",2
"1240",2
"1241",13
"1242",7
"1243",4
"1244",13
"1245",9
"1246",17
"1247",15
"1248",13
"1249",15
"1250",15
"1251",16
"1252",16
"1253",20
"1254",7
"1255",18
"1256",1
"1257",7
"1258",18
"1259",5
"1261",20
"1262",7
"1263",14
"1264",20
"1265",13
"1266",18
"1267",16
"1268",16
"1269",19
"1270",7
"1271",2
"1272",16
"1273",1
"1274",13
"1275",20
"1276",1
"1277",1
"1278",7
"1279",12
"1280",20
"1281",15
"1282",20
"1283",12
"1284",17
"1285",13
"1286",17
"1287",2
"1288",16
"1289",2
"1290",7
"1291",19
"1292",20
"1293",7
"1294",13
"1295",20
"1296",9
"1297",13
"1298",19
"1299",12
"1300",20
"1301",17
"1302",19
"1304",11
"1305",14
"1306",17
"1307",16
"1308",13
"1309",20
"1310",19
"1311",8
"1312",20
"1313",7
"1314",19
"1315",13
"1316",13
"1317",4
"1318",19
"1319",7
"1320",7
"1321",16
"1322",2
"1323",7
"1324",13
"1325",2
"1326",16
"1327",7
"1328",20
"1329",19
"1330",13
"1331",12
"1332",15
"1333",1
"1334",20
"1335",2
"1336",2
"1337",13
"1338",16
"1339",2
"1340",19
"1341",13
"1342",12
"1343",7
"1344",19
"1346",13
"1347",13
"1348",7
"1349",12
"1350",19
"1351",2
"1352",17
"1353",11
"1354",11
"1355",2
"1356",19
"1357",15
"1358",2
"1359",13
"1360",20
"1361",19
"1362",13
"1363",2
"1364",4
"1365",19
"1366",1
"1367",13
"1368",7
"1369",8
"1370",2
"1371",15
"1372",14
"1373",1
"1374",11
"1375",17
"1376",13
"1377",13
"1378",1
"1379",1
"1380",2
"1381",14
"1382",16
"1383",12
"1384",20
"1385",7
"1386",19
"1387",16
"1388",15
"1390",13
"1391",12
"1392",12
"1393",2
"1394",7
"1395",2
"1396",5
"1397",2
"1398",7
"1399",11
"1400",15
"1401",19
"1402",15
"1403",2
"1404",19
"1405",3
"1406",20
"1407",20
"1408",20
"1409",13
"1410",7
"1411",15
"1412",3
"1413",1
"1414",2
"1415",7
"1416",2
"1417",13
"1418",15
"1419",13
"1420",18
"1421",13
"1422",2
"1423",13
"1424",11
"1425",4
"1426",19
"1427",15
"1429",7
"1430",1
"1431",13
"1432",12
"1433",20
"1434",7
"1435",8
"1436",2
"1437",2
"1438",15
"1439",2
"1440",3
"1441",13
"1442",7
"1443",20
"1444",2
"1445",19
"1446",16
"1447",16
"1448",12
"1449",20
"1450",13
"1451",2
"1452",7
"1453",2
"1454",7
"1455",13
"1456",16
"1457",16
"1458",17
"1459",1
"1460",7
"1461",20
"1462",13
"1463",17
"1464",7
"1465",15
"1466",16
"1467",15
"1468",20
"1469",19
"1470",16
"1471",20
"1473",15
"1474",2
"1475",19
"1476",10
"1477",11
"1478",19
"1479",18
"1480",1
"1481",13
"1482",19
"1483",14
"1484",13
"1485",7
"1486",4
"1487",17
"1488",12
"1489",7
"1490",15
"1491",19
"1492",7
"1493",1
"1494",13
"1495",20
"1496",1
"1497",14
"1498",6
"1499",16
"1500",14
"1501",15
"1502",14
"1503",20
"1504",16
"1505",7
"1506",20
"1507",2
"1508",13
"1509",20
"1510",17
"1511",20
"1512",2
"1513",18
"1514",16
"1515",1
"1516",1
"1518",2
"1519",5
"1520",17
"1521",17
"1522",17
"1523",17
"1524",20
"1525",19
"1526",13
"1527",14
"1528",16
"1529",16
"1530",7
"1531",14
"1532",17
"1533",16
"1534",15
"1535",2
"1536",15
"1537",7
"1538",15
"1539",13
"1540",16
"1541",16
"1542",19
"1543",15
"1544",16
"1545",17
"1546",15
"1547",20
"1548",19
"1549",7
"1550",17
"1551",13
"1552",16
"1553",1
"1555",19
"1556",16
"1557",3
"1558",3
"1559",7
"1560",16
"1561",7
"1562",19
"1563",16
"1564",15
"1565",11
"1566",20
"1567",13
"1568",1
"1569",7
"1570",7
"1571",20
"1572",15
"1573",8
"1574",17
"1575",15
"1576",8
"1577",7
"1578",13
"1579",6
"1580",19
"1581",19
"1582",20
"1583",11
"1584",20
"1585",12
"1586",11
"1587",14
"1588",16
"1589",17
"1590",4
"1591",15
"1592",19
"1593",19
"1594",3
"1595",19
"1596",19
"1597",16
"1598",13
"1599",3
"1600",14
"1601",15
"1602",15
"1603",13
"1604",15
"1605",10
"1606",3
"1607",12
"1609",20
"1610",2
"1611",13
"1612",20
"1613",2
"1614",2
"1615",4
"1616",19
"1617",15
"1618",15
"1619",11
"1620",17
"1621",19
"1622",16
"1623",13
"1624",19
"1625",13
"1626",19
"1627",1
"1628",19
"1629",20
"1630",13
"1631",20
"1632",3
"1633",19
"1634",8
"1635",20
"1636",20
"1637",13
"1638",19
"1639",19
"1640",14
"1641",3
"1642",3
"1643",16
"1644",7
"1645",17
"1646",3
"1647",16
"1648",20
"1649",19
"1650",20
"1651",16
"1653",12
"1654",20
"1655",9
"1656",3
"1657",13
"1658",15
"1659",6
"1660",5
"1661",13
"1662",14
"1663",13
"1664",19
"1665",19
"1666",19
"1667",9
"1668",15
"1669",16
"1670",15
"1671",9
"1672",19
"1673",19
"1674",16
"1675",13
"1676",20
"1677",13
"1678",1
"1679",16
"1680",19
"1681",14
"1682",20
"1683",13
"1684",15
"1685",20
"1686",20
"1687",12
"1688",1
"1689",15
"1690",13
"1691",13
"1692",14
"1693",19
"1694",13
"1695",3
"1697",13
"1698",19
"1699",4
"1700",1
"1701",7
"1702",13
"1703",13
"1704",11
"1705",16
"1706",19
"1707",19
"1708",18
"1709",13
"1710",14
"1711",7
"1712",7
"1713",7
"1714",10
"1715",13
"1716",19
"1717",19
"1718",16
"1719",19
"1720",19
"1721",16
"1722",19
"1723",7
"1724",7
"1725",14
"1726",19
"1727",15
"1728",5
"1729",20
"1730",15
"1731",19
"1732",20
"1733",19
"1734",20
"1735",17
"1736",16
"1737",7
"1738",15
"1739",19
"1740",7
"1741",15
"1743",20
"1744",13
"1745",9
"1746",15
"1747",19
"1748",18
"1749",10
"1750",19
"1751",7
"1752",20
"1753",7
"1754",15
"1755",8
"1756",6
"1757",12
"1758",14
"1759",19
"1760",7
"1761",15
"1762",7
"1763",13
"1764",3
"1765",5
"1766",13
"1767",16
"1768",13
"1769",19
"1770",7
"1771",16
"1772",20
"1773",15
"1774",15
"1775",7
"1776",13
"1777",19
"1778",3
"1779",18
"1780",19
"1781",16
"1782",19
"1783",12
"1784",1
"1785",19
"1786",19
"1788",13
"1789",19
"1790",7
"1791",13
"1792",13
"1793",10
"1794",19
"1795",7
"1796",20
"1797",3
"1798",13
"1799",5
"1800",16
"1801",5
"1802",12
"1803",19
"1804",20
"1805",7
"1806",19
"1807",12
"1808",15
"1809",14
"1810",20
"1811",4
"1812",11
"1813",4
"1814",13
"1815",15
"1816",7
"1817",19
"1818",20
"1819",19
"1820",19
"1821",16
"1822",2
"1823",19
"1824",16
"1825",17
"1826",9
"1827",7
"1828",13
"1829",16
"1830",7
"1831",20
"1832",5
"1833",15
"1835",15
"1836",17
"1837",15
"1838",1
"1839",17
"1840",7
"1841",19
"1842",20
"1843",2
"1844",15
"1845",16
"1846",7
"1847",15
"1848",11
"1849",13
"1850",15
"1851",12
"1852",19
"1853",9
"1854",7
"1855",13
"1856",7
"1857",13
"1858",15
"1859",15
"1860",19
"1861",15
"1862",16
"1863",2
"1864",15
"1865",17
"1866",20
"1867",16
"1868",13
"1869",12
"1870",20
"1871",13
"1872",19
"1873",14
"1874",13
"1875",15
"1876",19
"1877",14
"1878",2
"1879",1
"1880",2
"1881",13
"1882",19
"1883",1
"1884",19
"1885",19
"1886",16
"1887",19
"1888",19
"1890",7
"1891",15
"1892",13
"1893",16
"1894",8
"1895",19
"1896",8
"1897",2
"1898",16
"1899",7
"1900",16
"1901",20
"1902",1
"1903",15
"1904",2
"1905",19
"1906",19
"1907",13
"1908",15
"1909",20
"1910",13
"1911",15
"1912",12
"1913",19
"1914",16
"1915",16
"1916",19
"1917",15
"1918",15
"1919",7
"1920",13
"1921",6
"1922",15
"1923",16
"1924",15
"1925",13
"1926",15
"1927",20
"1928",19
"1929",15
"1930",15
"1931",20
"1932",15
"1933",19
"1934",6
"1935",20
"1936",19
"1937",7
"1938",16
"1939",13
"1940",2
"1941",15
"1942",13
"1944",19
"1945",15
"1946",20
"1947",13
"1948",19
"1949",14
"1950",7
"1951",16
"1952",16
"1953",20
"1954",7
"1955",15
"1956",13
"1957",13
"1958",15
"1959",5
"1960",7
"1961",13
"1962",15
"1963",20
"1964",20
"1965",19
"1966",13
"1967",7
"1968",16
"1969",19
"1970",7
"1971",5
"1972",19
"1973",20
"1974",7
"1975",13
"1976",7
"1977",19
"1978",13
"1979",2
"1980",19
"1981",3
"1982",20
"1983",15
"1984",4
"1985",20
"1986",14
"1988",11
"1989",19
"1990",20
"1991",19
"1992",19
"1993",8
"1994",19
"1995",19
"1996",2
"1997",11
"1998",15
"1999",13
"2000",13
"2001",3
"2002",19
"2003",16
"2004",13
"2005",10
"2006",19
"2007",20
"2008",15
"2009",13
"2010",14
"2011",3
"2012",7
"2013",3
"2014",2
"2015",20
"2016",7
"2017",20
"2018",16
"2019",15
"2020",3
"2021",20
"2022",20
"2023",13
"2024",20
"2025",20
"2026",19
"2027",19
"2028",15
"2029",20
"2030",7
"2031",19
"2032",19
"2033",7
"2034",7
"2035",15
"2036",15
"2037",7
"2038",13
"2039",2
"2040",19
"2041",15
"2042",16
"2044",19
"2045",2
"2046",19
"2047",19
"2048",20
"2049",7
"2050",19
"2051",16
"2052",7
"2053",7
"2054",7
"2055",13
"2056",5
"2057",7
"2058",7
"2059",7
"2060",19
"2061",16
"2062",1
"2063",7
"2064",8
"2065",20
"2066",15
"2067",13
"2068",19
"2069",19
"2070",20
"2071",1
"2072",9
"2073",19
"2074",15
"2075",15
"2076",15
"2077",8
"2078",19
"2079",11
"2080",1
"2081",13
"2082",11
"2083",12
"2084",19
"2085",1
"2086",2
"2087",4
"2088",16
"2089",2
"2090",8
"2091",19
"2092",17
"2093",19
"2094",14
"2096",13
"2097",13
"2098",19
"2099",8
"2100",12
"2101",15
"2102",13
"2103",7
"2104",15
"2105",5
"2106",16
"2107",11
"2108",8
"2109",6
"2110",5
"2111",2
"2112",16
"2113",15
"2114",17
"2115",13
"2116",7
"2117",2
"2118",8
"2119",15
"2120",5
"2121",16
"2122",16
"2123",7
"2124",13
"2125",8
"2126",20
"2127",13
"2128",7
"2129",4
"2130",19
"2131",15
"2132",16
"2133",19
"2134",10
"2135",15
"2136",16
"2137",14
"2138",13
"2139",19
"2140",3
"2141",19
"2142",16
"2143",14
"2144",1
"2145",19
"2146",15
"2147",19
"2148",15
"2149",5
"2150",13
"2151",7
"2152",13
"2153",13
"2154",18
"2155",19
"2156",2
"2157",20
"2158",17
"2160",7
"2161",17
"2162",20
"2163",19
"2164",8
"2165",14
"2166",19
"2167",19
"2168",2
"2169",11
"2170",12
"2171",13
"2172",16
"2173",3
"2174",7
"2175",7
"2176",16
"2177",7
"2178",16
"2179",13
"2180",8
"2181",7
"2182",15
"2183",4
"2184",8
"2185",20
"2186",3
"2187",20
"2188",15
"2189",8
"2190",13
"2191",10
"2192",8
"2193",16
"2194",1
"2195",16
"2196",3
"2197",5
"2198",16
"2199",16
"2200",19
"2201",8
"2202",19
"2203",12
"2204",15
"2205",8
"2206",15
"2207",13
"2208",16
"2209",2
"2210",1
"2211",7
"2212",2
"2213",19
"2214",8
"2215",7
"2216",15
"2217",7
"2218",20
"2219",11
"2220",8
"2221",7
"2222",20
"2223",13
"2224",2
"2225",16
"2226",1
"2227",20
"2228",7
"2229",7
"2230",7
"2231",8
"2232",16
"2233",12
"2234",8
"2235",15
"2236",19
"2237",15
"2238",15
"2239",16
"2240",14
"2242",13
"2243",8
"2244",15
"2245",6
"2246",13
"2247",13
"2248",12
"2249",19
"2250",6
"2251",13
"2252",8
"2253",7
"2254",17
"2255",8
"2256",8
"2257",1
"2258",7
"2259",8
"2260",15
"2261",4
"2262",13
"2263",11
"2264",8
"2265",13
"2266",10
"2267",16
"2268",7
"2269",3
"2270",5
"2271",8
"2272",1
"2273",8
"2274",15
"2275",14
"2276",20
"2277",20
"2278",1
"2279",8
"2280",2
"2281",4
"2282",19
"2283",19
"2284",7
"2285",15
"2286",8
"2287",19
"2288",13
"2289",8
"2290",14
"2291",15
"2292",1
"2293",20
"2294",8
"2295",8
"2296",8
"2297",17
"2298",1
"2299",19
"2300",15
"2301",2
"2302",17
"2303",7
"2304",15
"2305",8
"2306",1
"2308",5
"2309",7
"2310",12
"2311",7
"2312",8
"2313",4
"2314",2
"2315",13
"2316",15
"2317",8
"2318",7
"2319",19
"2320",2
"2321",13
"2322",3
"2323",8
"2324",19
"2325",11
"2326",1
"2327",13
"2328",19
"2329",19
"2330",4
"2331",13
"2332",19
"2333",8
"2334",19
"2335",7
"2336",5
"2337",4
"2338",13
"2339",16
"2340",2
"2341",7
"2342",8
"2343",8
"2344",17
"2345",13
"2346",8
"2347",15
"2348",19
"2349",13
"2350",13
"2351",7
"2352",19
"2353",8
"2354",11
"2355",4
"2357",13
"2358",15
"2359",19
"2360",2
"2361",19
"2362",8
"2363",13
"2364",11
"2365",8
"2366",15
"2367",15
"2368",13
"2369",19
"2370",8
"2371",5
"2372",12
"2373",13
"2374",5
"2375",13
"2376",8
"2377",7
"2378",20
"2379",8
"2380",13
"2381",20
"2382",19
"2383",2
"2384",19
"2385",1
"2386",8
"2387",19
"2388",7
"2389",6
"2390",7
"2391",1
"2392",7
"2393",8
"2394",7
"2395",19
"2396",8
"2397",13
"2398",20
"2399",1
"2400",8
"2401",19
"2402",20
"2403",8
"2404",15
"2405",19
"2406",13
"2407",10
"2408",15
"2409",19
"2410",12
"2411",8
"2412",15
"2413",10
"2414",8
"2415",13
"2416",7
"2417",11
"2418",8
"2419",19
"2420",20
"2421",15
"2422",20
"2423",19
"2424",1
"2425",9
"2426",8
"2428",15
"2429",20
"2430",8
"2431",4
"2432",19
"2433",13
"2434",15
"2435",1
"2436",19
"2437",20
"2438",8
"2439",19
"2440",6
"2441",13
"2442",8
"2443",19
"2444",18
"2445",16
"2446",13
"2447",8
"2448",1
"2449",20
"2450",17
"2451",16
"2452",20
"2453",19
"2454",5
"2455",8
"2456",7
"2457",13
"2458",19
"2459",8
"2460",19
"2461",19
"2462",7
"2463",13
"2464",20
"2465",8
"2466",14
"2467",13
"2468",12
"2469",14
"2470",19
"2471",19
"2472",11
"2473",8
"2474",17
"2475",8
"2476",3
"2477",13
"2478",8
"2479",1
"2480",16
"2481",19
"2482",8
"2483",19
"2484",13
"2485",16
"2486",2
"2487",13
"2488",1
"2489",8
"2490",19
"2491",10
"2492",11
"2494",19
"2495",19
"2496",11
"2497",3
"2498",8
"2499",8
"2500",19
"2501",2
"2502",19
"2503",13
"2504",2
"2505",8
"2506",19
"2507",9
"2508",14
"2509",19
"2510",10
"2511",14
"2512",8
"2513",1
"2514",7
"2515",19
"2516",7
"2517",8
"2518",3
"2519",3
"2520",8
"2521",2
"2522",19
"2523",15
"2524",16
"2525",19
"2526",8
"2527",20
"2528",7
"2529",1
"2530",12
"2531",19
"2532",8
"2533",4
"2534",13
"2535",17
"2536",20
"2537",7
"2538",1
"2539",9
"2540",14
"2541",8
