"","V1"
"209",16
"210",16
"211",16
"212",16
"213",7
"214",7
"215",16
"216",16
"217",16
"218",16
"219",13
"220",1
"221",16
"222",16
"223",16
"224",16
"225",16
"226",16
"227",16
"228",16
"229",16
"230",16
"231",1
"232",16
"233",17
"234",16
"235",16
"236",13
"237",1
"238",7
"239",16
"240",16
"241",16
"242",16
"243",20
"244",16
"245",5
"246",16
"247",16
"248",7
"249",12
"250",4
"251",1
"252",15
"253",7
"254",16
"255",1
"256",2
"257",16
"258",17
"259",20
"260",16
"261",16
"262",16
"263",16
"264",16
"265",16
"266",16
"267",13
"268",9
"269",16
"270",16
"271",7
"272",16
"273",16
"274",16
"275",16
"276",16
"277",16
"278",15
"279",7
"280",2
"281",16
"282",16
"283",16
"284",16
"285",16
"286",16
"287",16
"288",7
"289",16
"290",17
"291",18
"292",16
"293",2
"294",16
"295",14
"296",17
"297",7
"298",7
"299",16
"300",16
"301",15
"302",16
"303",16
"304",2
"305",4
"306",16
"307",7
"308",19
"309",1
"310",13
"311",7
"312",16
"313",16
"314",9
"315",20
"316",12
"317",16
"318",20
"319",16
"320",20
"321",16
"322",5
"323",7
"324",7
"325",16
"326",16
"327",16
"328",16
"329",16
"330",1
"331",2
"332",13
"333",6
"334",16
"335",16
"336",16
"337",16
"338",16
"339",16
"340",16
"341",16
"342",16
"343",16
"344",16
"345",20
"346",12
"347",4
"348",16
"349",16
"350",16
"351",16
"352",16
"353",12
"354",12
"355",16
"356",16
"357",16
"358",16
"359",16
"360",16
"361",16
"362",16
"363",16
"364",16
"365",16
"366",16
"367",12
"368",16
"369",17
"370",16
"371",16
"372",15
"373",7
"374",1
"375",6
"376",16
"377",17
"378",16
"379",7
"380",12
"382",16
"383",16
"384",16
"385",16
"386",16
"387",16
"388",4
"389",16
"390",16
"391",16
"392",16
"393",16
"394",7
"395",16
"396",7
"397",7
"398",16
"399",15
"400",15
"401",16
"402",4
"403",16
"404",16
"405",16
"406",16
"407",20
"408",17
"409",7
"410",16
"411",16
"412",16
"413",8
"414",16
"415",7
"416",16
"417",16
"418",16
"419",20
"420",7
"421",16
"422",15
"423",16
"424",17
"425",16
"426",14
"427",16
"428",16
"429",16
"430",16
"431",9
"432",16
"433",1
"434",7
"435",16
"436",16
"437",17
"438",16
"439",16
"440",16
"441",16
"442",7
"443",16
"444",16
"445",16
"446",16
"447",14
"448",16
"449",16
"450",16
"451",16
"452",20
"453",16
"454",16
"455",16
"456",16
"457",16
"458",16
"459",16
"460",7
"461",9
"462",3
"463",16
"464",16
"465",7
"466",16
"467",16
"468",16
"469",16
"470",16
"471",10
"472",16
"473",6
"474",7
"475",4
"476",16
"477",16
"478",1
"479",16
"480",7
"481",16
"482",16
"483",12
"484",14
"485",16
"486",16
"487",16
"488",16
"489",16
"490",16
"491",7
"492",16
"493",16
"494",16
"495",16
"496",17
"497",20
"498",16
"499",12
"500",3
"501",16
"502",7
"503",17
"504",16
"505",17
"506",16
"507",16
"508",16
"509",1
"510",7
"511",9
"512",7
"513",16
"514",17
"515",7
"516",17
"517",17
"518",16
"519",7
"520",15
"521",16
"522",16
"523",16
"524",16
"525",16
"526",16
"527",16
"528",16
"529",16
"530",16
"531",17
"532",16
"533",16
"534",7
"535",16
"536",16
"537",4
"538",16
"539",7
"540",2
"541",7
"542",1
"543",16
"544",9
"545",7
"546",1
"547",7
"548",6
"549",7
"550",17
"551",17
"552",16
"553",7
"554",16
"555",16
"556",16
"557",18
"558",4
"559",16
"560",7
"561",17
"562",16
"563",16
"564",16
"565",16
"566",16
"567",13
"568",16
"569",19
"570",18
"571",16
"572",7
"573",16
"574",9
"575",17
"576",7
"577",16
"578",16
"579",16
"580",7
"581",16
"582",18
"583",16
"584",7
"585",7
"586",16
"587",7
"588",13
"589",16
"590",7
"591",7
"592",16
"593",7
"594",16
"595",16
"596",16
"597",16
"598",16
"599",16
"600",16
"601",16
"602",16
"603",16
"604",16
"605",16
"606",19
"607",15
"608",16
"609",16
"610",16
"611",15
"612",16
"613",16
"614",16
"615",16
"616",16
"617",16
"618",7
"619",16
"620",12
"621",16
"622",1
"623",16
"624",16
"625",16
"626",16
"627",16
"628",1
"629",2
"630",7
"631",16
"632",19
"633",16
"634",16
"635",7
"636",19
"637",1
"638",7
"639",16
"640",16
"641",16
"642",4
"643",16
"644",15
"645",16
"646",16
"647",2
"648",16
"649",16
"650",7
"651",9
"652",16
"653",16
"654",16
"655",16
"656",16
"657",16
"658",16
"659",7
"660",9
"661",12
"662",16
"663",16
"664",9
"665",16
"666",16
"667",16
"668",7
"669",7
"670",16
"671",16
"672",7
"673",16
"674",16
"675",7
"676",16
"677",9
"678",16
"679",16
"680",16
"681",9
"682",16
"683",16
"684",16
"685",6
"686",15
"687",16
"688",16
"689",7
"690",16
"691",16
"692",16
"693",16
"694",20
"695",16
"696",16
"697",9
"698",9
"699",9
"700",9
"701",16
"702",16
"703",20
"704",20
"705",13
"706",16
"707",16
"708",16
"709",16
"710",19
"711",16
"712",7
"713",16
"714",7
"715",16
"716",13
"717",7
"718",16
"719",16
"720",16
"721",16
"722",16
"723",16
"724",13
"725",16
"726",16
"727",17
"728",3
"729",7
"730",16
"731",1
"732",7
"733",13
"734",7
"735",1
"736",16
"737",16
"738",16
"739",16
"740",1
"741",16
"742",16
"743",13
"744",16
"745",16
"746",1
"747",16
"748",16
"749",16
"750",20
"751",15
"752",16
"753",17
"754",16
"755",1
"756",16
"757",16
"758",16
"759",2
"760",17
"761",16
"762",16
"763",6
"764",7
"765",13
"766",15
"767",16
"768",17
"769",1
"770",7
"771",3
"772",16
"773",17
"774",2
"775",7
"776",16
"777",7
"778",16
"779",16
"780",9
"781",7
"782",16
"783",16
"784",16
"785",7
"786",16
"787",16
"788",16
"789",16
"790",7
"791",7
"792",16
"793",16
"794",16
"795",5
"796",7
"797",16
"798",16
"799",16
"800",17
"801",7
"802",16
"803",16
"804",16
"805",2
"806",16
"807",16
"808",16
"809",2
"810",7
"811",20
"812",2
"813",16
"814",7
"815",16
"816",7
"817",16
"818",16
"819",12
"820",16
"821",16
"822",16
"823",16
"824",16
"825",16
"826",16
"827",9
"828",16
"829",16
"830",6
"831",16
"832",16
"833",16
"834",9
"835",7
"836",17
"837",16
"838",7
"839",16
"840",16
"841",16
"842",16
"843",16
"844",16
"845",16
"846",16
"847",16
"848",7
"849",16
"850",16
"851",16
"852",16
"853",16
"854",16
"855",16
"856",16
"857",8
"858",18
"859",7
"860",2
"861",16
"862",19
"863",16
"864",16
"865",12
"866",16
"867",16
"868",16
"869",16
"870",16
"871",12
"872",7
"873",16
"874",16
"875",16
"876",12
"877",16
"878",16
"879",4
"880",16
"881",16
"882",16
"883",16
"884",16
"885",16
"886",16
"887",16
"888",5
"889",16
"890",16
"891",9
"892",16
"893",16
"894",7
"895",16
"896",16
"897",16
"898",16
"899",16
"900",16
"901",16
"902",7
"903",16
"904",9
"905",16
"906",16
"907",16
"908",16
"909",9
"910",16
"911",16
"912",16
"913",16
"914",9
"915",20
"916",16
"917",16
"918",16
"919",16
"920",9
"922",7
"923",16
"924",16
"925",16
"926",1
"927",7
"928",15
"929",3
"930",16
"931",16
"932",7
"933",16
"934",8
"935",16
"936",16
"937",16
"938",15
"939",8
"940",7
"941",16
"942",7
"943",16
"944",17
"945",7
"946",16
"947",16
"948",16
"949",7
"950",16
"951",16
"952",16
"953",14
"954",16
"955",16
"956",17
"957",16
"958",20
"959",16
"960",16
"961",16
"962",16
"963",16
"964",16
"965",16
"966",8
"967",16
"968",16
"969",16
"970",16
"971",16
"972",20
"973",16
"974",16
"975",16
"976",14
"977",16
"978",16
"979",16
"980",2
"981",16
"982",16
"983",19
"984",16
"985",16
"986",16
"987",18
"988",16
"989",9
"990",16
"991",16
"992",16
"993",20
"994",16
"995",16
"996",16
"997",17
"998",16
"1000",18
"1001",9
"1002",9
"1003",7
"1004",16
"1005",16
"1006",16
"1007",16
"1008",16
"1009",16
"1010",16
"1011",16
"1012",16
"1013",16
"1014",7
"1015",16
"1016",16
"1017",15
"1018",7
"1019",9
"1020",7
"1021",16
"1022",15
"1023",16
"1024",16
"1025",16
"1026",16
"1027",16
"1028",9
"1029",16
"1030",14
"1031",16
"1032",16
"1033",16
"1034",16
"1035",16
"1036",6
"1037",16
"1038",20
"1039",5
"1040",9
"1041",16
"1042",15
"1043",16
"1044",16
"1045",16
"1046",9
"1047",16
"1048",16
"1049",7
"1050",7
"1051",16
"1052",16
"1053",9
"1054",9
"1055",16
"1056",16
"1057",14
"1058",16
"1059",9
"1060",16
"1061",16
"1062",8
"1063",16
"1064",16
"1065",7
"1066",9
"1067",16
"1068",2
"1069",7
"1070",16
"1071",4
"1072",16
"1073",16
"1074",16
"1075",3
"1076",16
"1077",2
"1078",16
"1079",16
"1080",16
"1081",16
"1082",16
"1083",2
"1084",16
"1085",16
"1086",16
"1087",16
"1088",7
"1089",7
"1090",16
"1091",16
"1092",16
"1093",17
"1094",16
"1095",7
"1096",16
"1097",7
"1098",16
"1099",16
"1100",16
"1101",4
"1102",16
"1103",16
"1104",7
"1105",16
"1106",7
"1107",16
"1108",1
"1109",16
"1110",16
"1111",16
"1112",12
"1113",16
"1114",6
"1115",16
"1116",7
"1117",17
"1118",7
"1119",16
"1120",20
"1121",16
"1122",16
"1123",17
"1124",17
"1125",19
"1126",1
"1127",16
"1128",16
"1129",16
"1130",7
"1131",16
"1132",16
"1133",16
"1134",16
"1135",16
"1136",16
"1137",16
"1138",1
"1139",16
"1140",16
"1141",16
"1142",7
"1145",12
"1151",8
"1153",16
"1154",16
"1155",12
"1156",19
"1157",16
"1158",16
"1159",16
"1160",16
"1161",16
"1162",16
"1163",16
"1164",16
"1165",16
"1166",16
"1167",16
"1168",7
"1169",17
"1170",16
"1171",12
"1172",16
"1173",16
"1174",16
"1175",16
"1176",16
"1177",16
"1178",16
"1179",16
"1180",16
"1181",16
"1182",9
"1183",16
"1184",16
"1185",16
"1186",3
"1187",16
"1188",20
"1189",7
"1190",16
"1191",16
"1192",16
"1193",16
"1194",16
"1195",16
"1196",16
"1197",16
"1198",16
"1199",16
"1200",16
"1201",16
"1202",16
"1203",16
"1204",16
"1205",16
"1206",16
"1207",16
"1208",16
"1209",16
"1210",16
"1211",16
"1212",12
"1213",15
"1214",16
"1215",16
"1216",16
"1217",16
"1218",16
"1219",16
"1220",16
"1221",16
"1222",9
"1223",16
"1224",16
"1225",1
"1226",16
"1227",16
"1228",16
"1229",16
"1230",1
"1231",16
"1232",16
"1233",16
"1234",16
"1235",16
"1236",16
"1237",6
"1238",16
"1239",7
"1240",1
"1241",16
"1242",16
"1243",16
"1244",16
"1245",16
"1246",16
"1247",16
"1248",5
"1249",16
"1250",16
"1251",16
"1252",19
"1253",3
"1254",17
"1255",18
"1256",16
"1257",12
"1258",16
"1259",16
"1260",12
"1261",16
"1262",8
"1263",16
"1264",17
"1265",6
"1266",16
"1267",16
"1268",16
"1269",4
"1270",20
"1271",20
"1272",16
"1273",6
"1274",16
"1275",20
"1276",13
"1277",9
"1278",16
"1279",16
"1280",7
"1281",16
"1282",19
"1283",16
"1284",16
"1285",16
"1286",16
"1287",5
"1288",16
"1289",16
"1290",16
"1291",20
"1292",16
"1293",7
"1294",16
"1295",16
"1296",16
"1297",16
"1298",16
"1299",16
"1300",16
"1301",16
"1302",16
"1303",16
"1304",7
"1305",6
"1306",13
"1307",3
"1308",16
"1309",7
"1310",17
"1311",16
"1312",16
"1313",16
"1314",16
"1315",16
"1316",16
"1317",16
"1318",8
"1319",16
"1320",16
"1321",16
"1322",16
"1323",16
"1324",8
"1325",16
"1326",16
"1327",16
"1328",7
"1329",16
"1330",16
"1331",17
"1332",9
"1333",16
"1334",16
"1335",16
"1336",2
"1337",16
"1338",16
"1339",16
"1340",16
"1341",16
"1342",7
"1343",16
"1344",16
"1345",16
"1346",16
"1347",19
"1348",7
"1349",16
"1350",10
"1351",16
"1352",16
"1353",9
"1354",19
"1355",16
"1356",16
"1357",16
"1358",16
"1359",9
"1360",19
"1361",16
"1362",2
"1363",16
"1364",16
"1365",16
"1366",19
"1367",16
"1368",16
"1369",16
"1370",16
"1371",16
"1372",6
"1373",16
"1374",17
"1375",16
"1376",16
"1377",16
"1378",16
"1379",9
"1380",16
"1381",12
"1382",16
"1383",16
"1384",16
"1385",16
"1386",16
"1387",16
"1388",12
"1389",12
"1390",16
"1391",16
"1392",16
"1393",17
"1394",16
"1395",16
"1396",16
"1397",16
"1398",16
"1399",6
"1400",16
"1401",16
"1402",14
"1403",16
"1404",16
"1405",16
"1406",9
"1407",16
"1408",4
"1409",16
"1410",6
"1411",16
"1412",16
"1413",7
"1414",2
"1415",16
"1416",16
"1417",9
"1418",16
"1419",19
"1420",4
"1421",16
"1422",16
"1423",16
"1424",1
"1425",16
"1426",7
"1427",16
"1428",12
"1429",1
"1430",16
"1431",16
"1432",4
"1433",16
"1434",20
"1435",15
"1436",16
"1437",11
"1438",1
"1439",17
"1440",17
"1441",16
"1442",16
"1443",16
"1444",19
"1445",16
"1446",3
"1447",20
"1448",16
"1449",16
"1450",16
"1451",16
"1452",16
"1453",16
"1454",16
"1455",12
"1456",14
"1457",3
"1458",16
"1459",9
"1460",16
"1461",4
"1462",16
"1463",16
"1464",16
"1465",16
"1466",16
"1467",16
"1468",16
"1469",3
"1470",16
"1471",16
"1472",16
"1473",16
"1474",8
"1475",16
"1476",6
"1477",16
"1478",16
"1479",16
"1480",13
"1481",19
"1482",8
"1483",7
"1484",17
"1485",16
"1486",12
"1487",16
"1488",16
"1489",16
"1490",16
"1491",16
"1492",12
"1493",16
"1494",16
"1495",16
"1496",16
"1497",6
"1498",9
"1499",16
"1500",16
"1501",16
"1502",16
"1503",6
"1504",16
"1505",16
"1506",6
"1507",16
"1508",16
"1509",16
"1510",16
"1511",1
"1513",16
"1514",16
"1515",16
"1516",16
"1517",16
"1518",16
"1519",16
"1520",9
"1521",16
"1522",13
"1523",16
"1524",16
"1525",16
"1526",16
"1527",16
"1528",16
"1529",16
"1530",16
"1531",7
"1532",16
"1533",16
"1534",6
"1535",16
"1536",2
"1537",16
"1538",16
"1539",16
"1540",16
"1541",16
"1542",16
"1543",16
"1544",20
"1545",7
"1546",9
"1547",16
"1548",16
"1549",12
"1550",16
"1551",16
"1552",16
"1553",16
"1554",16
"1555",16
"1556",16
"1557",16
"1558",16
"1559",16
"1560",9
"1561",16
"1562",9
"1563",9
"1564",16
"1565",1
"1566",16
"1567",9
"1568",7
"1569",2
"1570",16
"1571",15
"1572",1
"1573",16
"1574",16
"1575",16
"1576",16
"1577",16
"1578",17
"1579",16
"1580",16
"1581",7
"1582",16
"1583",16
"1584",16
"1585",17
"1586",16
"1587",19
"1588",16
"1589",16
"1590",16
"1591",16
"1592",16
"1593",16
"1594",16
"1595",16
"1596",16
"1597",3
"1598",16
"1599",17
"1600",15
"1601",16
"1602",16
"1603",16
"1604",16
"1605",7
"1606",16
"1607",16
"1608",16
"1609",16
"1610",16
"1611",16
"1612",16
"1613",15
"1614",16
"1615",16
"1616",16
"1617",1
"1618",4
"1619",16
"1620",16
"1621",16
"1622",16
"1623",16
"1624",16
"1625",13
"1626",16
"1627",3
"1628",7
"1629",16
"1630",16
"1631",16
"1632",16
"1633",16
"1634",16
"1635",9
"1636",16
"1637",18
"1638",17
"1639",9
"1640",16
"1641",16
"1642",19
"1643",16
"1644",16
"1645",16
"1646",16
"1647",16
"1648",1
"1649",9
"1650",16
"1651",16
"1652",6
"1653",16
"1654",16
"1655",20
"1656",16
"1657",20
"1658",16
"1659",16
"1660",16
"1661",8
"1662",19
"1663",16
"1664",1
"1665",16
"1666",16
"1667",7
"1668",16
"1669",16
"1670",16
"1671",16
"1672",16
"1673",16
"1674",16
"1675",20
"1676",16
"1677",16
"1678",17
"1679",16
"1680",16
"1681",16
"1682",18
"1683",16
"1684",17
"1685",2
"1686",16
"1687",16
"1688",16
"1689",1
"1690",16
"1691",16
"1692",16
"1693",1
"1694",16
"1695",2
"1696",16
"1697",16
"1698",16
"1699",16
"1700",16
"1701",13
"1702",16
"1703",16
"1704",2
"1705",16
"1706",2
"1707",16
"1708",16
"1709",16
"1710",16
"1711",16
"1712",16
"1713",16
"1714",9
"1715",16
"1716",16
"1717",16
"1718",16
"1719",16
"1720",16
"1721",16
"1722",16
"1723",16
"1724",9
"1725",19
"1726",16
"1727",16
"1728",16
"1729",6
"1730",16
"1731",16
"1732",16
"1733",16
"1734",16
"1735",16
"1736",6
"1737",1
"1738",17
"1739",16
"1740",16
"1741",16
"1742",16
"1743",7
"1744",2
"1745",16
"1746",16
"1747",16
"1748",1
"1749",7
"1750",16
"1751",16
"1752",2
"1753",16
"1754",16
"1755",16
"1756",16
"1757",18
"1758",18
"1759",16
"1760",16
"1761",16
"1762",16
"1763",16
"1764",16
"1765",12
"1766",12
"1767",1
"1768",16
"1769",16
"1770",6
"1771",16
"1772",16
"1773",16
"1774",18
"1775",16
"1776",16
"1777",16
"1778",16
"1779",16
"1780",16
"1781",7
"1782",16
"1783",16
"1784",16
"1785",16
"1786",6
"1787",16
"1788",16
"1789",16
"1790",7
"1791",16
"1792",16
"1793",16
"1794",16
"1795",16
"1796",9
"1797",17
"1798",14
"1799",16
"1800",16
"1801",16
"1802",16
"1803",16
"1804",16
"1805",16
"1806",19
"1807",9
"1808",16
"1809",16
"1810",16
"1811",16
"1812",16
"1813",16
"1814",16
"1815",16
"1816",16
"1817",1
"1818",16
"1819",16
"1820",16
"1821",16
"1822",20
"1823",16
"1824",16
"1825",2
"1826",16
"1827",9
"1828",3
"1829",16
"1830",16
"1831",16
"1832",16
"1833",16
"1834",16
"1835",7
"1836",16
"1837",16
"1838",16
"1839",1
"1840",16
"1841",17
"1842",16
"1843",1
"1844",16
"1845",16
"1846",20
"1847",16
"1848",16
"1849",16
"1850",16
"1851",16
"1852",7
"1853",6
"1854",6
"1855",2
"1856",16
"1857",16
"1858",2
"1859",16
"1860",7
"1861",16
"1862",20
"1863",1
"1864",16
"1865",16
"1866",16
"1867",20
"1868",9
"1869",16
"1870",16
"1871",16
"1872",16
"1873",19
"1874",16
"1875",17
"1876",16
"1877",6
"1878",16
"1879",16
"1880",16
"1881",9
"1882",2
"1883",16
"1884",16
"1885",4
"1886",16
"1887",7
"1888",17
"1889",17
"1890",16
"1891",15
"1892",16
"1893",6
"1894",20
"1895",4
"1896",9
"1897",1
"1898",9
"1899",16
"1900",16
"1901",9
"1902",16
"1903",16
"1904",16
"1905",9
"1906",13
"1907",16
"1908",17
"1909",16
"1910",9
"1911",16
"1912",16
"1913",16
"1914",16
"1915",16
"1916",7
"1917",16
"1918",16
"1919",16
"1920",16
"1921",16
"1922",6
"1923",6
"1924",2
"1925",6
"1926",16
"1927",16
"1928",16
"1929",15
"1930",20
"1931",7
"1932",14
"1933",16
"1934",7
"1935",16
"1936",7
"1937",16
"1938",2
"1939",17
"1940",16
"1941",16
"1942",16
"1943",16
"1944",1
"1945",16
"1946",6
"1947",16
"1948",12
"1949",6
"1950",16
"1951",16
"1952",2
"1953",6
"1954",16
"1955",17
"1956",1
"1957",17
"1958",20
"1959",16
"1960",1
"1961",16
"1962",7
"1963",1
"1964",5
"1965",20
"1966",18
"1967",17
"1968",1
"1969",16
"1970",16
"1971",9
"1972",9
"1973",16
"1974",16
"1975",16
"1976",16
"1977",16
"1978",5
"1979",16
"1980",16
"1981",14
"1982",16
"1983",16
"1984",9
"1985",16
"1986",20
"1987",17
"1988",16
"1989",16
"1990",16
"1991",7
"1992",16
"1993",16
"1994",16
"1995",2
"1996",20
"1997",16
"1998",17
"1999",17
"2000",16
"2001",16
"2002",16
"2003",6
"2004",2
"2005",10
"2006",18
"2007",16
"2008",16
"2009",16
"2010",6
"2011",16
"2012",8
"2013",16
"2014",16
"2016",16
"2017",7
"2018",9
"2019",20
"2020",16
"2021",20
"2022",7
"2023",16
"2024",16
"2025",16
"2026",12
"2027",5
"2028",16
"2029",16
"2030",9
"2031",16
"2032",16
"2033",16
"2034",2
"2035",6
"2036",16
"2037",16
"2038",16
"2039",16
"2040",3
"2041",16
"2042",17
"2043",17
"2044",16
"2045",16
"2046",16
"2047",16
"2048",17
"2049",16
"2050",16
"2051",16
"2052",16
"2053",16
"2054",16
"2055",16
"2056",16
"2059",16
"2060",1
"2061",16
"2062",19
"2063",16
"2064",16
"2065",16
"2066",17
"2067",6
"2068",1
"2069",16
"2070",14
"2071",15
"2072",3
"2073",16
"2074",16
"2075",13
"2076",12
"2077",16
"2078",16
"2079",16
"2080",9
"2081",16
"2082",6
"2083",2
"2084",20
"2085",2
"2086",17
"2087",8
"2088",17
"2089",10
"2090",16
"2091",7
"2092",1
"2093",16
"2094",1
"2095",15
"2096",16
"2097",16
"2098",16
"2099",16
"2100",13
"2101",16
"2102",13
"2103",16
"2104",16
"2105",16
"2106",16
"2107",16
"2109",16
"2110",16
"2111",16
"2112",17
"2113",16
"2114",8
"2115",16
"2116",6
"2117",1
"2118",20
"2119",7
"2120",16
"2121",16
"2122",16
"2123",20
"2124",16
"2125",9
"2126",20
"2127",16
"2128",16
"2129",9
"2130",3
"2131",10
"2132",16
"2133",19
"2134",16
"2135",7
"2136",16
"2137",16
"2138",17
"2139",16
"2140",16
"2141",1
"2142",16
"2143",16
"2144",16
"2145",16
"2146",16
"2147",16
"2148",16
"2149",16
"2150",16
"2151",16
"2152",16
"2153",7
"2154",7
"2155",9
"2156",9
"2157",16
"2158",1
"2159",16
"2160",6
"2161",13
"2162",6
"2163",16
"2164",7
"2165",20
"2166",16
"2167",16
"2168",16
"2169",12
"2170",19
"2171",16
"2172",16
"2173",16
"2174",16
"2175",16
"2176",7
"2177",16
"2178",16
"2179",16
"2180",16
"2181",20
"2182",16
"2183",16
"2184",16
"2185",16
"2186",16
"2187",7
"2188",16
"2189",16
"2190",1
"2191",16
"2192",16
"2193",17
"2194",16
"2195",16
"2196",16
"2197",7
"2198",16
"2199",16
"2200",1
"2201",17
"2202",7
"2203",1
"2204",16
"2205",7
"2206",16
"2207",17
"2208",6
"2209",16
"2210",16
"2211",16
"2212",1
"2213",7
"2214",16
"2215",16
"2216",16
"2217",16
"2218",6
"2219",13
"2220",16
"2221",13
"2222",1
"2223",10
"2227",5
"2228",3
"2229",16
"2231",4
"2232",1
"2233",16
"2235",6
"2236",16
"2237",1
"2238",20
"2240",10
"2242",18
"2244",16
"2245",16
"2246",16
"2247",16
"2248",11
"2249",16
"2250",2
"2251",16
"2252",16
"2253",16
"2254",13
"2255",19
"2256",16
"2257",16
"2258",16
"2259",16
"2260",19
"2261",16
"2262",13
"2263",16
"2264",1
"2265",16
"2266",16
"2267",2
"2268",16
"2269",17
"2270",16
"2271",16
"2272",19
"2273",16
"2274",16
"2275",17
"2276",16
"2277",20
"2278",8
"2279",16
"2280",16
"2281",19
"2282",1
"2283",1
"2284",7
"2285",7
"2286",16
"2287",4
"2288",7
"2289",7
"2290",7
"2291",16
"2292",8
"2293",1
"2294",16
"2295",7
"2296",18
"2297",6
"2298",11
"2299",20
"2300",19
"2301",16
"2302",11
"2303",16
"2304",16
"2305",13
"2306",16
"2307",9
"2308",8
"2309",18
"2310",8
"2311",16
"2312",20
"2313",16
"2314",18
"2315",9
"2316",16
"2317",7
"2318",9
"2319",1
"2320",20
"2321",16
"2322",5
"2323",12
"2324",3
"2325",1
"2326",17
"2327",20
"2328",16
"2329",16
"2330",4
"2331",5
"2332",16
"2333",20
"2334",16
"2335",16
"2336",16
"2337",6
"2338",16
"2339",18
"2340",3
"2341",6
"2342",16
"2343",2
"2344",16
"2345",16
"2346",16
"2348",16
"2349",2
"2350",1
"2351",4
"2352",16
"2353",2
"2355",15
"2356",6
"2357",16
"2358",16
"2359",7
"2360",16
"2361",2
"2362",19
"2363",4
"2365",4
"2366",16
"2367",16
"2368",16
"2369",2
"2370",16
"2371",6
"2372",2
"2373",2
"2374",11
"2375",1
"2376",1
"2377",1
"2378",16
"2379",16
"2380",17
"2382",6
"2384",16
"2385",3
"2386",18
"2387",8
"2388",16
"2389",16
"2390",3
"2391",16
"2392",7
"2393",4
"2394",16
"2395",16
"2397",16
"2398",17
"2399",6
"2400",9
"2401",3
"2403",6
"2404",3
"2405",16
"2406",16
"2407",20
"2409",1
"2411",16
"2415",16
"2416",17
"2417",5
"2418",16
"2419",16
"2420",16
"2421",1
"2422",16
"2423",16
"2424",16
"2426",3
"2427",16
"2428",9
"2429",15
"2430",1
"2431",16
"2432",18
"2433",3
"2435",20
"2436",16
"2437",6
"2438",16
"2439",16
"2440",1
"2442",16
"2443",20
"2444",16
"2445",9
"2446",16
"2448",1
"2449",16
"2450",4
"2451",16
"2452",16
"2453",7
"2454",16
"2455",16
"2456",13
"2457",1
"2458",16
"2459",16
"2460",16
"2461",16
"2462",17
"2463",18
"2464",20
"2465",2
"2466",13
"2468",16
"2469",2
"2470",20
"2471",11
"2472",1
"2473",16
"2474",12
"2475",20
"2476",16
"2477",7
"2478",2
"2479",16
"2480",16
"2481",1
"2482",16
"2483",16
"2484",16
"2485",16
"2486",16
"2487",16
"2488",16
"2489",16
"2490",16
"2491",16
"2492",3
"2493",2
"2494",7
"2495",16
"2496",16
"2497",14
"2498",16
"2499",16
"2500",7
"2501",16
"2502",16
"2503",16
"2504",1
"2505",1
"2506",1
"2507",1
"2508",1
"2509",16
"2510",1
"2511",16
"2512",16
"2513",16
"2514",4
"2515",18
"2516",18
"2517",16
"2518",16
"2519",16
"2520",4
"2521",16
"2522",16
"2523",16
"2524",9
"2525",16
"2526",3
"2527",16
"2528",4
"2529",16
"2530",2
"2531",3
"2532",16
"2533",4
"2534",2
"2535",16
"2536",1
"2537",16
"2538",1
